"S001","S002VS","S003","COUNTRY_ALPHA","COW_NUM","COW_ALPHA","S006","S007","S008","S010","S011A","S011B","S012","S013","S013B","S016B","S017","S018","S019","S020","S021","S022","S023","S024","S025","B006","B008","C001","C002","E018","E034","E035","E036","E039","F028","F034","F063","F116","F118","F120","F121","F141","F144_02","G006","X001","X003","X025R","X028","X047_WVS","X048WVS","X049","X051","Y001","E001","E002","E003","E004","E005","E006","E023","E033","E179WVS","E180WVS","E181_EVS5","E182","F025old"
2,3,862,"VEN",101,"VEN",11,8620320011,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,2,NA,10,2,8,3,10,4,1,1,4,NA,NA,4,1,33,NA,3,3,862025,8,862007,0,2,4,1,3,4,1,1,NA,4,4,NA,862004,64
2,3,862,"VEN",101,"VEN",12,8620320012,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,1,7,8,8,7,3,10,2,1,1,1,NA,NA,4,2,50,1,2,3,862025,8,862007,2,4,2,4,3,3,4,2,2,NA,NA,NA,862007,64
2,3,862,"VEN",101,"VEN",13,8620320013,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,3,2,3,1,6,2,2,2,3,10,NA,1,1,8,NA,NA,4,2,32,1,5,3,862025,8,862001,5,4,3,2,4,3,2,1,6,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",14,8620320014,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,2,7,3,5,5,3,10,1,1,1,1,NA,NA,4,1,27,2,2,3,862025,8,862007,2,3,1,2,3,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",15,8620320015,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,3,10,10,10,3,3,10,1,5,1,5,NA,NA,4,2,48,2,1,NA,862025,8,862001,1,4,1,3,1,4,3,2,9,862002,862009,NA,862003,64
2,3,862,"VEN",101,"VEN",16,8620320016,NA,35,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,NA,3,3,1,6,5,1,3,10,1,1,1,1,NA,NA,4,2,30,2,6,5,862025,8,862007,3,1,3,1,4,2,4,4,6,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",17,8620320017,NA,45,NA,NA,NA,3,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,3,10,10,5,3,2,5,8,8,8,8,NA,NA,4,2,34,2,5,3,862025,8,862007,2,3,2,3,4,4,1,1,NA,4,4,NA,4,NA
2,3,862,"VEN",101,"VEN",18,8620320018,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,NA,2,2,3,2,5,2,10,3,3,10,1,1,1,1,NA,NA,4,1,35,2,7,2,862025,8,862007,1,1,2,2,3,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",19,8620320019,NA,45,NA,NA,NA,3,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,3,3,NA,2,10,NA,6,3,9,2,2,3,9,NA,NA,4,1,53,1,4,NA,862025,8,862007,NA,NA,NA,3,4,4,1,2,5,NA,NA,NA,NA,64
2,3,862,"VEN",101,"VEN",20,8620320020,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,2,3,2,1,6,2,1,3,10,1,1,6,1,NA,NA,4,1,35,3,1,4,862025,8,862001,3,1,3,2,3,1,3,1,6,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",21,8620320021,NA,55,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,3,4,5,5,5,3,10,1,1,1,7,NA,NA,4,2,19,2,6,3,862025,8,862001,2,1,4,3,4,4,2,1,10,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",22,8620320022,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,2,10,10,4,1,2,8,5,5,6,6,NA,NA,4,2,35,3,7,3,862025,8,862001,2,3,1,2,3,4,1,1,NA,4,4,NA,862003,NA
2,3,862,"VEN",101,"VEN",23,8620320023,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,8,8,8,6,3,10,3,3,4,4,NA,NA,4,2,24,2,7,5,862025,8,862001,4,3,1,4,2,3,4,2,7,4,4,NA,862004,64
2,3,862,"VEN",101,"VEN",24,8620320024,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,3,2,2,3,3,9,8,2,5,3,10,1,1,1,1,NA,NA,4,2,36,2,5,2,862025,8,862001,2,1,3,3,2,1,4,1,10,4,4,NA,4,0
2,3,862,"VEN",101,"VEN",25,8620320025,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,1,9,9,1,1,2,10,1,5,4,10,NA,NA,4,1,76,1,4,3,862025,8,862001,3,1,3,3,2,1,3,1,NA,4,4,NA,862003,0
2,3,862,"VEN",101,"VEN",26,8620320026,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,2,10,1,1,8,3,10,9,4,1,5,NA,NA,4,2,30,2,1,3,862025,8,862001,5,2,3,4,2,2,3,4,6,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",27,8620320027,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,2,3,7,6,6,7,3,8,3,1,2,2,NA,NA,4,1,50,1,5,2,862025,8,862007,3,2,3,3,2,3,1,1,6,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",28,8620320028,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,2,1,8,1,8,3,10,1,1,1,1,NA,NA,3,2,30,2,2,4,862025,8,862001,1,2,1,4,3,4,1,1,1,862002,862004,NA,862009,64
2,3,862,"VEN",101,"VEN",29,8620320029,NA,40,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,2,3,2,NA,1,1,2,10,1,1,1,1,NA,NA,4,2,38,1,3,3,862025,8,862001,3,3,2,3,4,3,4,3,10,862002,4,NA,4,64
2,3,862,"VEN",101,"VEN",30,8620320030,NA,54,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,2,3,7,6,6,8,3,10,1,1,2,3,NA,NA,4,2,68,1,5,2,862025,8,862001,3,2,3,4,1,2,4,1,10,862002,4,NA,4,64
2,3,862,"VEN",101,"VEN",31,8620320031,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,1,NA,3,10,1,1,1,2,10,1,6,4,5,NA,NA,4,1,18,2,7,3,862025,8,862001,1,2,4,3,1,4,2,1,10,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",32,8620320032,NA,46,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,3,10,10,3,6,3,10,1,NA,5,1,NA,NA,4,1,28,1,7,2,862025,8,862001,1,4,2,3,1,4,2,2,10,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",33,8620320033,NA,60,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,1,2,10,1,1,3,3,10,1,1,1,1,NA,NA,4,2,22,2,3,5,862025,8,862007,2,1,3,1,3,3,4,1,10,862002,4,NA,862007,64
2,3,862,"VEN",101,"VEN",34,8620320034,NA,90,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,1,2,2,3,4,5,3,5,1,1,1,1,NA,NA,2,2,39,3,3,5,862025,8,862007,3,3,1,1,4,1,3,NA,NA,4,4,NA,4,NA
2,3,862,"VEN",101,"VEN",35,8620320035,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,5,10,10,7,3,10,1,1,1,6,NA,NA,4,1,32,2,7,3,862025,8,862007,1,2,1,3,1,3,4,1,5,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",36,8620320036,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,3,1,2,3,2,10,10,6,1,2,10,1,1,1,1,NA,NA,4,1,45,2,4,4,862025,8,862001,NA,NA,NA,4,1,2,1,2,1,862002,NA,NA,4,64
2,3,862,"VEN",101,"VEN",37,8620320037,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,3,1,3,2,1,10,NA,3,3,8,3,2,3,2,NA,NA,4,1,18,2,7,1,862025,8,862004,4,1,3,2,4,4,2,2,2,862002,862003,NA,862009,64
2,3,862,"VEN",101,"VEN",38,8620320038,NA,60,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,8,5,1,1,3,6,10,5,2,2,NA,NA,4,2,24,3,3,6,862025,8,862001,2,1,3,3,4,1,4,3,6,862007,862007,NA,862007,0
2,3,862,"VEN",101,"VEN",39,8620320039,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,2,10,8,2,6,NA,2,4,8,6,4,NA,NA,4,1,59,1,3,5,862025,8,862001,4,3,4,1,2,3,2,2,5,5,862002,NA,862007,64
2,3,862,"VEN",101,"VEN",40,8620320040,NA,50,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,3,1,1,1,1,2,10,1,1,NA,10,NA,NA,4,1,45,2,7,3,862025,8,862007,2,1,3,3,4,1,4,1,10,4,4,NA,4,53
2,3,862,"VEN",101,"VEN",41,8620320041,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,5,5,2,8,3,10,2,2,2,2,NA,NA,4,2,55,3,4,4,862025,8,862001,1,1,2,3,2,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",42,8620320042,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,2,2,1,1,5,3,10,1,1,10,1,NA,NA,3,2,41,1,8,2,862025,8,862001,2,1,3,1,4,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",43,8620320043,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,2,10,1,8,1,3,10,1,1,1,1,NA,NA,4,1,60,3,3,4,862025,8,862007,1,1,3,3,1,1,4,1,6,4,4,NA,862002,64
2,3,862,"VEN",101,"VEN",44,8620320044,NA,50,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,3,5,5,3,6,3,10,1,1,1,1,NA,NA,4,1,40,3,3,5,862025,8,862007,2,1,2,3,4,1,2,2,10,4,4,NA,862007,64
2,3,862,"VEN",101,"VEN",45,8620320045,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,10,10,1,1,3,7,2,1,1,10,NA,NA,4,1,18,2,6,NA,862025,8,862007,2,2,3,1,3,2,4,1,6,NA,NA,NA,NA,64
2,3,862,"VEN",101,"VEN",46,8620320046,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,1,10,2,1,2,10,1,1,1,1,NA,NA,4,1,21,3,3,4,862025,8,862007,3,1,3,2,4,1,4,2,5,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",47,8620320047,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,2,8,1,1,8,3,10,1,1,1,1,NA,NA,4,2,43,1,5,4,862025,8,862001,3,2,3,1,2,1,3,3,NA,862002,4,NA,4,64
2,3,862,"VEN",101,"VEN",48,8620320048,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,10,10,2,7,3,10,1,1,1,1,NA,NA,4,1,31,3,3,6,862025,8,862007,4,3,4,2,4,3,4,4,9,4,4,NA,862002,64
2,3,862,"VEN",101,"VEN",49,8620320049,NA,60,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,10,4,4,1,3,10,1,5,5,5,NA,NA,4,2,51,2,1,5,862025,8,862007,2,4,3,1,3,1,2,3,10,862002,862007,NA,862004,62
2,3,862,"VEN",101,"VEN",50,8620320050,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,NA,1,2,3,2,6,2,1,1,2,10,4,6,4,8,NA,NA,4,1,52,3,4,3,862025,8,862007,4,1,3,2,1,2,3,1,6,4,4,NA,862002,64
2,3,862,"VEN",101,"VEN",51,8620320051,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,1,10,1,7,3,10,1,1,6,1,NA,NA,4,1,34,3,1,8,862025,8,862001,4,1,3,2,4,4,2,1,7,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",52,8620320052,NA,45,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,3,3,2,5,5,3,1,3,10,1,1,1,5,NA,NA,4,2,58,2,4,NA,862025,8,862001,2,3,4,3,4,1,4,1,5,NA,NA,NA,NA,62
2,3,862,"VEN",101,"VEN",53,8620320053,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,9,9,2,6,3,10,2,1,1,5,NA,NA,4,2,25,3,5,3,862025,8,862001,2,3,1,2,3,1,4,1,5,4,4,NA,862002,64
2,3,862,"VEN",101,"VEN",54,8620320054,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,NA,1,2,1,2,8,6,5,5,3,5,1,5,5,8,NA,NA,3,2,28,3,7,3,862025,8,862001,3,2,1,2,4,1,2,3,8,NA,NA,NA,862007,64
2,3,862,"VEN",101,"VEN",55,8620320055,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,2,10,10,10,8,3,10,1,NA,10,10,NA,NA,4,2,28,1,5,3,862025,8,862001,3,1,3,3,4,1,3,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",56,8620320056,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,3,3,1,3,3,10,2,5,6,6,NA,NA,4,2,23,3,6,3,862025,8,862001,3,3,4,4,3,4,3,2,8,NA,NA,NA,862002,64
2,3,862,"VEN",101,"VEN",57,8620320057,NA,60,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,1,3,1,10,10,5,2,2,10,1,5,1,NA,NA,NA,4,1,25,3,6,NA,862025,8,862007,3,3,4,3,4,1,3,1,NA,4,4,NA,862004,NA
2,3,862,"VEN",101,"VEN",58,8620320058,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,NA,2,2,3,1,10,10,6,6,2,10,2,2,2,2,NA,NA,4,1,44,2,1,3,862025,8,862001,0,1,4,1,3,1,4,1,10,NA,NA,NA,NA,64
2,3,862,"VEN",101,"VEN",59,8620320059,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,1,10,1,4,7,3,10,1,1,1,1,NA,NA,4,1,29,2,7,2,862025,8,862007,3,1,4,4,1,3,2,1,10,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",60,8620320060,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,1,9,1,1,1,2,10,1,1,1,7,NA,NA,4,1,53,3,3,4,862025,8,862007,2,1,2,2,4,1,4,1,7,4,4,NA,862002,0
2,3,862,"VEN",101,"VEN",61,8620320061,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,1,NA,2,5,5,7,7,3,10,1,1,1,1,NA,NA,4,1,23,2,6,3,862025,8,862007,2,1,2,4,3,2,1,1,9,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",62,8620320062,NA,50,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,NA,1,6,7,1,5,2,5,1,1,9,10,NA,NA,4,1,35,3,2,4,862025,8,862001,2,1,2,2,4,1,4,4,5,5,862003,NA,NA,64
2,3,862,"VEN",101,"VEN",63,8620320063,NA,35,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,2,3,3,1,1,10,3,3,8,2,2,2,8,NA,NA,4,1,31,2,5,NA,862025,8,862001,2,3,2,3,1,4,3,1,1,862007,862004,NA,862002,64
2,3,862,"VEN",101,"VEN",64,8620320064,NA,40,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,3,6,6,2,5,3,10,1,1,1,6,NA,NA,4,1,45,2,2,2,862025,8,862007,0,1,2,1,3,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",65,8620320065,NA,40,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,2,3,3,2,10,10,10,6,3,10,2,2,2,2,NA,NA,4,1,27,3,1,7,862025,8,862007,2,3,1,4,1,4,1,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",66,8620320066,NA,40,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,3,9,10,3,6,3,10,3,2,2,2,NA,NA,4,1,32,2,1,3,862025,8,862007,3,3,1,2,4,4,1,2,3,4,4,NA,862007,64
2,3,862,"VEN",101,"VEN",67,8620320067,NA,50,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,2,3,2,9,2,2,5,3,10,1,10,10,10,NA,NA,4,2,60,1,5,5,862025,8,862007,3,3,4,1,2,1,3,3,10,862009,4,NA,4,64
2,3,862,"VEN",101,"VEN",68,8620320068,NA,40,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,2,8,7,1,7,3,10,2,2,2,2,NA,NA,4,2,41,2,3,NA,862025,8,862007,4,1,3,4,2,3,4,1,5,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",69,8620320069,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,2,3,3,10,10,3,8,3,10,2,4,1,1,NA,NA,4,2,19,2,2,7,862025,8,862007,3,1,3,4,1,1,3,4,6,NA,NA,NA,NA,64
2,3,862,"VEN",101,"VEN",70,8620320070,NA,50,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,3,10,NA,10,2,3,10,1,1,6,1,NA,NA,4,2,41,2,5,3,862025,8,862001,NA,NA,NA,4,1,1,4,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",71,8620320071,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,1,3,3,3,8,8,3,3,3,10,3,3,3,7,NA,NA,4,2,47,2,1,6,862025,8,862007,2,4,1,2,1,1,3,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",72,8620320072,NA,50,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,2,3,2,9,3,5,2,3,10,2,2,2,8,NA,NA,4,1,33,2,1,7,862025,8,862001,2,2,1,1,2,1,2,3,6,4,862002,NA,862009,53
2,3,862,"VEN",101,"VEN",73,8620320073,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,1,2,3,1,10,1,10,6,3,10,1,1,1,5,NA,NA,4,1,31,2,7,5,862025,8,862007,1,1,2,2,1,1,4,1,1,862007,4,NA,4,64
2,3,862,"VEN",101,"VEN",74,8620320074,NA,90,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,2,3,2,9,1,1,1,3,1,1,4,5,6,NA,NA,4,1,40,2,1,8,862025,8,862001,4,1,3,1,2,2,3,1,6,862007,862002,NA,862002,64
2,3,862,"VEN",101,"VEN",75,8620320075,NA,50,NA,NA,NA,2,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,2,5,5,3,3,3,10,2,1,5,7,NA,NA,4,2,59,2,4,3,862025,8,862007,3,3,4,3,4,4,3,1,NA,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",76,8620320076,NA,50,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,2,2,2,3,2,8,9,2,5,3,10,1,1,1,10,NA,NA,4,1,20,2,2,5,862025,8,862007,2,4,2,4,1,1,2,1,5,4,4,NA,4,64
2,3,862,"VEN",101,"VEN",77,8620320077,NA,40,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,2,3,2,10,10,1,7,2,10,1,9,9,9,NA,NA,4,2,22,3,5,6,862025,8,862001,3,1,3,2,3,1,3,3,6,4,4,NA,NA,64
2,3,862,"VEN",101,"VEN",78,8620320078,NA,45,NA,NA,NA,1,NA,1270,1,0.833333333333333,1.25,1996,86203211996,199603,199604,8623,8621996,NA,1,3,1,3,2,8,8,1,8,3,10,2,1,1,1,NA,NA,4,2,58,2,1,4,862025,8,862001,2,2,3,3,4,1,4,3,1,862002,4,NA,862007,64
